Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
0,120,1,0,0.0,2,184.5,103,50.0,10.45,10.2
0,97,1,1,3.27,0,176.1,109,76.7,7.97,12.1
0,134,1,0,0.35,6,204.7,108,50.5,7.16,11.0
0,68,1,0,0.0,2,143.6,80,36.0,6.72,15.5
0,93,1,0,0.0,1,179.3,93,47.0,9.44,12.1
0,120,1,0,0.0,1,137.3,100,42.0,10.61,10.5
0,41,1,0,0.0,2,237.8,92,60.0,11.18,10.2
0,80,1,0,0.24,2,203.7,92,56.4,10.82,7.6
0,83,1,1,4.75,2,191.3,95,101.5,12.54,17.6
0,109,0,0,0.25,2,209.1,141,55.5,10.25,7.8
0,66,1,1,1.92,3,88.8,104,44.2,5.48,7.1
0,104,1,0,0.0,0,97.2,88,30.0,7.78,12.4
0,89,1,0,0.0,1,137.9,96,40.0,9.63,11.0
0,127,1,0,0.32,2,224.3,112,57.2,9.29,10.0
0,117,1,1,2.62,1,207.6,65,75.2,7.64,9.7
0,128,1,0,0.0,2,268.1,95,56.0,6.03,14.4
1,88,1,0,0.0,4,166.7,61,44.0,8.97,6.8
1,61,1,0,0.0,1,267.1,104,61.0,9.02,17.3
0,22,1,0,0.0,2,181.8,108,48.0,9.93,9.3
0,78,1,0,0.0,0,147.1,80,42.0,9.99,13.7
0,56,1,1,1.32,1,37.7,115,32.2,7.21,4.9
0,192,1,0,0.34,2,185.0,88,54.4,11.25,11.4
0,70,1,0,0.3,2,156.4,108,45.0,8.55,8.6
0,148,1,0,0.0,1,239.3,84,58.0,9.79,10.9
0,65,1,1,2.38,2,215.5,129,74.8,8.1,8.8
0,119,1,0,0.0,1,134.9,70,41.0,10.58,11.3
0,80,1,0,0.0,0,194.8,116,51.0,10.5,12.8
0,152,1,1,3.59,5,239.1,105,94.9,10.46,13.3
0,113,1,0,0.0,3,92.6,85,31.0,8.88,14.4
0,75,1,0,0.26,1,209.4,133,56.6,10.58,7.2
0,80,1,0,0.0,1,197.6,83,48.0,8.23,6.4
0,148,1,0,0.0,1,17.6,121,17.0,8.09,10.6
0,63,0,0,0.0,1,62.9,112,28.0,10.15,8.9
0,97,1,1,1.81,1,202.3,97,59.1,3.46,6.7
0,166,1,0,0.0,0,136.1,116,39.0,9.07,11.3
0,94,1,0,0.0,1,207.0,109,50.0,8.37,2.6
0,85,1,1,3.65,1,207.9,95,92.5,11.68,13.5
1,80,0,0,0.0,1,276.5,122,64.0,9.78,7.2
0,210,1,1,2.73,3,313.8,87,93.3,7.39,10.1
0,88,0,1,3.51,1,288.5,114,102.1,10.17,13.0
0,100,1,0,0.33,4,210.9,85,67.3,16.47,9.4
0,154,1,1,3.94,1,64.9,76,66.4,9.21,14.6
0,32,1,1,2.43,1,243.5,137,86.3,11.84,9.0
0,18,1,0,0.27,3,197.0,97,53.7,10.19,8.7
0,126,1,1,2.35,0,278.0,88,92.5,12.66,8.7
0,144,1,1,2.7,1,219.9,102,84.0,11.11,10.0
1,29,1,0,0.0,2,313.2,103,72.0,10.82,12.8
0,86,1,1,3.05,0,145.7,88,72.5,9.55,11.3
0,138,1,1,2.21,0,75.8,102,50.1,8.68,8.2
0,146,1,0,0.0,3,195.9,86,53.0,11.43,12.2
0,175,1,0,0.0,1,132.0,95,43.0,11.56,8.7
0,74,1,0,0.0,2,124.0,102,44.0,13.11,11.7
0,48,1,0,0.0,2,171.9,98,43.0,7.95,7.6
0,74,1,1,2.67,4,249.4,70,87.7,10.48,9.9
0,105,0,0,0.0,0,228.4,100,52.0,7.26,7.7
0,157,1,0,0.39,3,168.6,71,50.9,10.26,5.9
0,217,1,0,0.29,0,123.7,138,45.9,12.43,13.3
0,68,1,0,0.28,1,178.7,61,54.8,12.62,8.4
0,80,1,0,0.0,1,113.2,86,36.0,9.28,9.5
0,38,1,1,3.62,2,142.4,106,87.2,15.69,13.4
0,107,1,1,2.24,0,204.2,57,75.4,10.3,8.3
0,140,1,0,0.0,3,149.7,71,44.0,10.63,12.6
1,98,1,0,0.38,5,227.1,116,52.8,6.03,4.7
0,114,1,0,0.0,2,155.3,75,41.0,8.5,12.6
0,46,1,0,0.0,1,156.4,105,43.0,9.28,11.8
0,118,1,1,2.81,0,148.7,105,68.1,8.37,10.4
0,37,1,0,0.0,3,271.7,112,60.0,7.76,6.6
0,34,1,0,0.31,0,193.7,74,47.1,6.35,8.8
0,98,0,1,2.92,1,245.5,54,96.2,14.64,10.8
1,113,1,0,0.0,3,245.3,108,64.0,13.0,10.7
0,69,1,0,0.0,0,196.1,87,54.0,11.84,11.9
0,121,1,0,0.0,2,134.1,112,40.0,9.76,10.5
0,59,0,1,2.46,1,225.0,78,79.6,9.57,9.1
0,59,1,0,0.0,0,189.7,100,43.0,5.8,7.4
0,190,1,0,0.26,0,142.9,96,42.6,8.9,6.6
0,109,1,0,0.0,1,175.6,80,51.0,11.9,10.2
0,136,1,0,0.0,2,92.4,109,35.0,10.95,12.9
0,86,1,0,0.0,1,92.8,92,30.0,7.98,8.8
0,100,1,1,2.16,0,221.7,100,79.6,11.81,8.0
0,106,1,0,0.0,0,159.6,94,51.0,13.84,8.8
0,104,1,0,0.0,2,144.5,107,40.0,9.03,17.0
0,129,1,0,0.41,2,159.1,100,49.1,10.13,11.5
0,205,1,0,0.32,2,49.9,123,25.2,7.54,10.1
0,93,1,1,2.97,0,116.9,120,69.7,11.62,11.0
0,123,1,0,0.0,3,150.0,98,34.0,4.49,11.1
0,99,1,0,0.0,1,254.4,120,57.0,7.97,6.0
0,61,1,1,2.94,3,270.7,53,93.4,10.04,10.9
0,71,1,0,0.0,1,207.0,112,50.0,8.69,12.1
0,4,0,0,0.0,0,145.3,89,51.0,15.19,8.9
0,148,1,1,3.65,3,230.7,102,96.5,11.69,13.5
0,141,1,0,0.0,1,151.5,104,47.0,12.11,10.8
0,56,1,0,0.37,0,146.1,57,45.7,9.81,9.2
0,160,1,0,0.0,3,256.0,111,60.0,9.37,11.5
0,43,1,1,3.13,3,200.2,105,86.3,12.22,11.6
0,42,1,0,0.33,2,150.7,52,50.3,12.34,7.0
0,135,0,0,0.0,1,186.0,107,38.0,3.3,12.9
0,106,1,0,0.0,3,212.9,110,53.0,9.35,6.3
0,106,1,0,0.0,0,194.8,133,52.0,10.67,11.5
0,83,1,1,2.35,3,272.5,105,91.5,12.65,8.7
0,110,1,0,0.0,1,135.1,109,41.0,10.26,11.7
0,153,1,0,0.29,1,154.6,56,51.9,13.15,15.5
0,109,1,1,2.86,5,230.5,116,90.6,13.29,10.6
0,31,1,0,0.0,1,165.4,84,46.0,10.19,8.2
1,124,1,0,0.0,4,143.3,120,44.0,11.54,7.8
1,110,1,0,0.0,2,271.1,108,67.0,11.85,9.8
0,124,1,0,0.0,0,253.5,104,54.0,5.9,14.0
1,82,1,0,0.31,6,167.1,77,43.1,6.59,9.4
0,122,1,0,0.0,1,168.3,96,37.0,4.38,8.4
0,137,1,0,0.21,1,104.7,115,42.1,12.49,8.9
0,69,1,0,0.0,1,135.4,101,44.0,11.91,10.6
0,46,1,1,1.94,1,191.4,102,83.4,18.09,7.2
0,103,1,0,0.0,1,158.7,90,44.0,9.92,10.5
0,16,1,0,0.21,2,144.8,84,41.1,8.25,8.2
0,119,1,0,0.0,3,98.8,97,30.0,7.35,10.0
1,124,0,0,0.0,3,157.8,71,45.0,10.16,10.0
0,122,1,1,3.13,1,163.0,107,86.3,15.64,11.6
0,139,1,0,0.0,4,181.6,119,60.0,16.79,8.3
0,67,1,0,0.31,2,129.0,78,41.1,9.4,11.2
0,84,1,0,0.27,1,86.0,83,39.7,13.04,8.9
0,101,1,1,3.4,0,193.9,71,84.0,9.49,12.6
0,40,1,0,0.25,0,109.4,107,42.5,12.24,7.1
0,61,1,0,0.0,2,188.9,105,46.0,7.68,10.2
1,120,0,0,0.0,1,179.9,72,46.0,8.5,13.8
0,95,1,0,0.0,1,183.4,98,56.0,14.07,8.2
0,98,1,0,0.0,0,288.1,101,61.0,6.9,0.0
0,114,1,0,0.0,2,169.2,96,42.0,7.5,4.6
1,68,0,1,3.65,1,195.5,113,84.5,8.58,13.5
0,149,1,1,3.05,2,264.4,102,94.5,10.98,11.3
0,22,1,0,0.0,0,207.7,116,54.0,10.53,9.6
0,176,1,0,0.34,0,169.5,151,42.4,5.65,8.7
0,152,1,0,0.0,2,141.5,102,47.0,13.15,3.4
0,118,1,0,0.0,0,154.8,71,48.0,12.2,12.8
0,101,0,0,0.17,1,133.5,51,43.7,10.98,11.7
1,102,1,0,0.0,2,273.2,85,65.0,10.56,13.1
0,118,1,0,0.0,2,224.6,94,58.0,11.3,12.5
1,105,1,0,0.0,2,273.8,97,72.0,14.49,5.8
1,153,1,0,0.0,1,159.5,103,51.0,13.78,10.1
0,71,1,0,0.0,0,104.0,92,35.0,9.85,14.6
0,71,1,1,3.54,1,115.4,90,74.4,10.87,13.1
0,68,1,0,0.0,2,222.1,107,55.0,9.97,9.4
0,66,1,0,0.33,3,116.4,98,31.3,4.78,10.5
0,101,1,0,0.25,3,217.7,118,59.5,11.59,0.0
0,116,1,0,0.0,0,129.4,84,36.0,7.87,13.3
0,54,1,1,3.7,0,161.8,73,88.0,13.65,13.7
0,112,1,1,3.11,1,198.8,122,86.1,11.93,11.5
0,122,1,1,3.78,1,147.8,85,75.8,7.37,14.0
0,74,1,0,0.0,3,262.3,114,62.0,9.95,6.6
0,90,1,0,0.0,1,246.4,83,56.0,8.02,7.6
1,112,1,0,0.0,4,174.3,123,42.0,7.01,9.0
0,85,1,0,0.0,4,183.4,111,46.0,8.44,9.9
0,100,1,0,0.0,1,191.9,95,50.0,10.05,18.2
0,114,1,0,0.0,2,187.8,109,46.0,7.73,10.1
0,83,1,0,0.24,0,259.7,106,60.4,7.64,10.2
0,157,0,0,0.0,0,180.4,123,48.0,9.7,8.4
0,51,1,0,0.31,2,51.8,107,32.1,11.51,10.4
1,42,1,0,0.0,1,303.9,106,72.0,11.61,5.8
1,101,1,1,2.38,1,123.7,125,59.8,8.63,8.8
0,112,1,0,0.0,3,206.2,122,50.0,8.23,12.6
0,56,1,0,0.0,2,164.3,92,48.0,11.69,11.8
1,53,1,0,0.0,9,228.6,117,51.0,6.64,10.1
0,64,1,1,2.05,1,200.4,80,66.5,6.56,7.6
0,123,1,0,0.0,0,154.3,107,42.0,9.15,10.9
0,68,1,1,2.59,2,122.9,93,66.9,11.68,9.6
0,40,0,0,0.23,0,220.8,100,63.3,13.29,6.4
0,132,1,0,0.0,0,214.6,78,58.0,12.59,13.9
1,120,0,0,0.0,2,202.0,123,51.0,9.22,7.4
1,108,1,1,2.46,6,209.5,108,69.6,5.48,9.1
1,161,1,0,0.0,1,297.9,141,71.0,11.91,8.9
1,130,1,0,0.24,0,212.8,102,55.4,9.49,10.6
0,122,1,0,0.0,0,145.6,102,49.0,14.24,12.2
0,130,1,1,2.92,2,152.9,87,74.2,10.66,10.8
0,90,1,0,0.0,1,125.4,158,45.0,13.46,11.0
0,139,1,1,2.24,0,138.3,96,53.4,4.03,8.3
0,57,1,0,0.31,3,189.3,157,51.1,8.75,11.2
0,128,1,0,0.0,4,199.3,86,51.0,9.74,14.3
0,127,0,0,0.32,2,247.5,99,55.2,5.43,10.6
1,107,1,0,0.0,1,294.9,71,67.0,9.64,13.2
0,177,1,0,0.0,1,175.4,99,44.0,7.77,11.5
0,121,1,0,0.0,1,179.4,70,43.0,7.15,11.2
0,99,0,1,2.27,0,126.8,94,69.7,14.68,8.4
1,126,0,0,0.0,1,239.7,87,65.0,14.09,11.4
1,77,1,1,4.13,5,143.0,101,84.3,10.61,15.3
0,21,1,0,0.0,2,91.9,109,33.0,9.92,13.0
0,56,1,0,0.33,1,210.4,80,54.3,8.83,15.5
1,92,1,1,1.73,1,201.3,130,69.3,10.19,6.4
0,81,1,0,0.0,2,145.6,59,50.0,14.4,9.2
1,139,0,1,3.62,1,203.5,82,88.2,10.02,13.4
0,68,1,0,0.34,1,232.4,76,56.4,7.67,10.5
0,183,1,1,2.35,2,86.5,119,62.5,14.26,8.7
0,90,1,0,0.0,0,109.9,102,38.0,11.04,10.9
0,165,1,0,0.13,1,156.0,88,51.3,13.81,9.3
1,89,1,0,0.0,1,326.3,112,70.0,8.26,7.5
0,59,1,0,0.0,0,195.0,58,51.0,9.93,14.8
0,16,0,0,0.0,0,110.0,91,32.0,7.37,6.4
1,114,1,0,0.0,5,147.1,119,39.0,8.05,9.0
0,113,1,0,0.0,2,156.0,141,49.0,12.84,11.9
0,120,1,0,0.36,2,98.2,99,36.6,9.34,9.3
0,115,1,0,0.26,0,210.6,120,51.6,7.66,11.0
1,37,1,0,0.0,2,239.9,120,64.0,13.08,8.9
1,100,0,0,0.0,2,159.9,94,43.0,9.0,11.6
1,132,1,0,0.0,4,197.8,66,46.0,6.7,10.9
0,38,1,1,4.1,2,115.4,98,75.0,8.31,15.2
0,1,1,0,0.0,0,123.8,113,42.0,11.81,3.7
0,97,1,1,1.73,1,117.6,97,54.3,9.82,6.4
0,55,1,1,2.32,2,105.3,82,58.2,9.87,8.6
0,75,1,0,0.0,1,111.7,121,40.0,11.87,13.1
0,83,1,0,0.0,2,159.3,104,45.0,10.12,9.5
1,40,1,0,0.0,6,81.7,123,32.0,10.51,11.3
0,101,1,1,2.7,2,238.0,88,86.0,10.48,10.0
0,120,1,1,4.21,0,128.1,99,85.1,12.39,15.6
0,183,1,1,2.75,1,171.2,104,73.5,9.68,10.2
1,75,1,0,0.0,4,109.0,88,41.0,12.97,13.3
0,80,1,0,0.0,2,220.0,114,56.0,10.39,12.1
0,88,1,0,0.0,0,55.6,65,31.0,12.14,11.3
0,112,1,1,2.78,1,286.6,79,103.8,15.77,10.3
0,63,1,0,0.0,1,207.6,96,55.0,11.45,13.3
1,105,1,1,2.24,4,109.6,108,62.4,12.47,8.3
0,92,1,0,0.33,2,197.2,113,58.3,12.12,11.0
0,177,1,0,0.0,1,175.7,120,45.0,8.43,14.6
0,118,1,0,0.43,0,205.2,115,55.3,9.24,7.0
0,111,1,1,3.27,1,193.1,104,75.7,5.58,12.1
0,82,1,1,1.27,3,232.6,121,65.7,7.66,4.7
0,74,1,0,0.22,0,102.7,89,33.2,7.47,11.0
0,121,1,1,2.62,5,263.1,70,95.2,13.97,9.7
0,131,1,0,0.31,1,197.0,79,54.1,10.05,11.6
0,125,1,0,0.3,2,169.3,90,46.0,7.8,11.6
0,19,1,0,0.31,1,201.5,123,49.1,6.46,12.9
0,138,1,0,0.0,3,251.0,119,51.0,4.56,13.8
0,119,1,0,0.0,3,230.4,117,59.0,11.25,7.6
0,137,1,0,0.0,1,109.8,120,39.0,11.53,11.9
1,182,1,0,0.0,2,279.5,118,65.0,10.16,10.7
0,135,1,0,0.0,1,173.4,107,49.0,11.1,13.7
0,134,1,1,2.7,1,214.4,93,82.0,10.59,10.0
0,45,1,0,0.0,1,96.1,103,38.0,12.34,9.7
0,129,1,0,0.0,1,101.4,145,39.0,12.46,7.1
0,142,1,0,0.2,4,232.5,74,57.0,9.09,10.4
0,130,1,1,3.29,1,174.5,120,81.9,10.88,12.2
0,163,1,1,2.38,1,224.0,126,81.8,11.68,8.8
0,105,1,0,0.4,4,211.1,99,55.0,8.84,14.7
0,119,1,0,0.0,2,109.2,96,32.0,7.66,9.8
0,78,1,0,0.0,0,220.0,95,53.0,9.0,11.5
0,92,1,0,0.27,2,181.4,98,47.7,8.23,10.9
0,146,1,1,2.73,2,180.7,82,73.3,8.69,10.1
0,125,1,1,2.54,1,96.5,109,54.4,7.29,9.4
0,88,1,0,0.0,3,183.5,93,46.0,8.53,8.3
0,83,1,1,2.84,0,107.9,90,59.4,7.02,10.5
0,3,0,0,0.26,1,161.0,96,51.6,12.25,7.7
1,152,0,1,1.16,1,146.8,128,61.6,14.28,4.3
0,48,1,0,0.0,3,149.2,146,40.0,8.1,8.3
0,189,1,0,0.25,3,227.8,124,56.5,8.48,5.6
0,95,1,1,2.0,0,160.3,87,65.0,10.12,7.4
1,129,1,0,0.23,1,137.8,120,45.3,11.29,10.2
0,66,1,1,2.3,0,141.7,87,70.0,13.42,8.5
0,80,1,1,2.51,0,196.4,115,72.1,7.52,9.3
0,1,1,0,0.0,1,175.2,74,43.0,7.59,5.3
0,84,1,0,0.0,1,146.8,133,40.0,8.59,9.9
0,96,1,0,0.0,1,173.9,111,54.0,14.37,9.1
0,123,1,1,3.56,1,305.2,80,101.6,7.83,13.2
1,116,0,1,3.16,3,162.3,91,83.6,13.97,11.7
0,105,0,0,0.31,3,150.0,106,54.1,14.69,10.3
0,80,1,0,0.24,1,197.5,114,54.4,10.35,11.3
0,157,1,0,0.0,2,240.2,67,54.0,7.65,10.2
0,67,1,1,3.48,2,186.2,117,91.8,14.34,12.9
0,141,1,1,3.32,0,116.9,127,77.2,13.83,12.3
0,79,1,1,3.24,1,236.7,95,95.4,13.18,12.0
0,76,1,0,0.0,0,173.2,93,41.0,6.56,5.4
0,111,1,0,0.25,0,152.2,114,40.5,6.86,9.8
0,94,1,0,0.0,0,181.3,135,47.0,9.12,6.7
1,143,1,0,0.0,4,167.8,72,47.0,10.55,10.5
0,109,1,0,0.0,1,175.4,125,52.0,12.54,9.8
0,138,1,0,0.28,2,87.6,112,40.8,13.35,9.8
0,73,1,0,0.0,0,203.3,45,47.0,7.1,8.5
1,21,1,0,0.0,5,92.6,95,30.0,8.1,11.3
0,148,1,1,2.19,1,262.9,135,79.9,7.48,8.1
0,103,1,0,0.0,1,160.8,91,41.0,7.79,8.5
0,143,1,1,2.11,1,141.8,116,60.1,8.37,7.8
0,79,1,1,1.13,2,50.6,62,37.3,10.07,4.2
0,89,1,0,0.0,1,134.9,59,37.0,7.8,10.2
0,120,1,0,0.0,1,252.1,110,63.0,11.31,13.8
0,121,1,1,2.59,1,215.5,95,83.9,12.09,9.6
0,101,1,0,0.0,0,124.8,66,44.0,12.86,13.4
0,115,1,0,0.0,2,178.7,114,54.0,13.55,16.4
0,168,1,0,0.37,2,183.2,131,50.7,8.96,9.9
0,90,1,0,0.0,1,167.5,96,41.0,6.96,13.0
0,70,1,0,0.3,3,147.1,105,46.0,10.0,12.5
0,138,1,0,0.18,1,230.1,107,59.8,10.6,13.2
0,43,1,0,0.0,0,135.8,125,37.0,8.16,12.6
0,117,1,1,2.35,2,205.7,98,70.5,6.81,8.7
0,108,1,0,0.0,2,73.8,105,25.0,7.17,10.9
0,118,1,0,0.0,2,189.3,119,53.0,11.68,10.0
0,169,1,0,0.0,3,147.2,115,39.0,8.1,7.2
0,62,1,1,2.75,0,137.3,95,66.5,9.21,10.2
0,86,1,0,0.17,2,70.7,125,31.7,10.55,0.0
0,44,1,0,0.35,0,204.6,117,56.5,10.26,10.7
1,111,1,0,0.0,5,123.1,88,40.0,10.7,12.0
0,127,1,1,3.29,2,129.7,115,68.9,8.04,12.2
0,151,0,0,0.26,0,198.7,70,54.6,10.48,12.4
0,53,1,0,0.0,2,145.1,116,45.0,11.69,7.9
0,15,1,0,0.0,2,135.2,101,36.0,7.63,8.4
0,123,1,1,2.11,1,124.7,105,64.1,12.52,7.8
0,137,1,0,0.0,1,215.9,76,50.0,7.27,12.1
0,106,1,0,0.0,2,119.2,142,40.0,11.42,8.4
0,88,1,0,0.26,3,144.3,116,40.6,7.82,7.8
0,106,1,0,0.0,1,235.2,121,59.0,11.03,11.8
0,95,1,0,0.13,0,174.0,57,55.3,14.06,9.7
1,57,0,0,0.0,0,115.0,65,30.0,6.12,6.4
0,184,1,0,0.21,2,151.7,93,43.1,8.93,13.1
0,109,1,0,0.37,3,153.1,102,49.7,11.71,9.9
0,127,1,0,0.27,2,218.6,93,52.7,7.5,9.2
0,82,1,0,0.38,2,265.2,122,64.8,8.94,10.7
0,180,1,0,0.4,1,143.3,134,44.0,9.03,10.1
0,174,1,0,0.21,2,190.3,98,56.1,12.64,7.2
1,92,1,0,0.0,2,184.7,60,54.0,13.1,12.3
0,81,1,0,0.0,1,115.3,99,39.0,11.24,18.0
1,125,1,0,0.32,2,113.0,108,37.2,8.46,9.2
1,119,1,0,0.0,0,294.2,100,70.0,11.63,9.0
0,122,1,0,0.0,3,215.6,86,51.0,8.39,6.4
0,34,1,0,0.0,1,128.8,80,40.0,10.44,14.0
1,138,0,1,2.89,3,211.2,117,91.9,15.63,10.7
0,90,1,1,3.48,1,71.2,82,62.8,9.08,12.9
0,73,1,0,0.22,2,94.9,121,40.2,12.66,14.2
1,19,1,0,0.0,1,259.4,116,68.0,13.49,9.5
0,120,1,1,1.86,1,215.8,123,79.6,14.26,6.9
0,160,1,0,0.0,3,97.5,113,40.0,13.41,13.2
0,141,1,0,0.0,0,146.5,121,40.0,8.5,8.2
0,90,1,0,0.32,2,157.9,72,50.2,11.7,12.2
0,72,1,0,0.31,2,139.9,117,46.1,11.18,12.7
0,117,1,1,3.21,1,153.2,112,81.1,13.17,11.9
0,79,0,0,0.31,2,103.5,134,48.1,15.97,8.4
0,87,1,0,0.43,1,185.8,119,52.3,9.62,6.6
0,102,1,0,0.0,1,129.5,56,53.0,17.71,10.9
0,49,1,0,0.15,1,236.6,91,60.5,11.05,8.9
0,67,1,0,0.34,6,260.4,107,65.4,10.41,10.0
0,107,1,0,0.0,2,167.3,100,43.0,8.2,6.7
0,190,1,0,0.17,2,182.2,101,51.7,10.62,9.3
0,118,1,0,0.0,2,113.0,80,32.0,7.51,10.8
0,120,1,0,0.21,0,185.7,133,54.1,11.76,16.9
0,94,1,0,0.0,0,136.2,114,38.0,8.26,9.6
0,115,1,1,3.11,1,222.6,81,86.1,9.52,11.5
0,61,1,0,0.0,1,197.3,67,57.0,13.23,9.0
0,143,1,1,2.08,1,141.4,130,60.8,9.32,7.7
0,110,1,0,0.33,1,208.0,69,47.3,4.76,8.0
0,104,1,0,0.24,1,118.5,92,38.4,8.89,12.1
0,16,1,0,0.0,1,153.2,65,46.0,11.49,10.7
0,183,1,0,0.0,0,108.3,87,35.0,9.18,13.5
0,147,1,0,0.25,2,168.6,92,47.5,9.39,14.4
1,58,1,0,0.0,2,247.2,116,68.0,15.19,9.3
0,102,0,0,0.0,3,224.2,81,59.0,12.17,12.0
0,123,1,0,0.0,3,166.9,98,48.0,11.09,12.8
0,64,1,1,2.3,1,118.4,100,56.0,7.21,8.5
0,103,1,0,0.0,2,190.9,62,52.0,11.33,7.8
1,152,1,0,0.0,1,317.8,60,68.0,7.65,10.4
1,124,1,0,0.0,1,312.0,112,69.0,9.0,12.8
0,97,1,0,0.0,1,146.0,121,43.0,10.15,13.3
1,131,1,0,0.0,1,131.6,95,38.0,8.97,15.5
0,57,1,1,3.0,2,193.4,105,83.0,11.58,11.1
0,157,1,0,0.0,2,185.1,92,50.0,10.65,8.5
0,194,1,0,0.0,0,193.3,106,48.0,8.45,11.8
0,66,1,0,0.0,1,146.4,107,42.0,9.83,7.8
0,155,1,0,0.0,0,71.2,90,38.0,15.22,8.6
1,123,1,0,0.0,4,123.2,104,38.0,9.5,12.9
0,116,1,0,0.35,2,205.0,90,50.5,7.05,7.5
0,63,1,0,0.0,1,128.7,78,43.0,12.04,12.8
0,64,1,0,0.0,3,216.9,78,55.0,10.55,11.4
0,96,1,0,0.0,3,150.0,122,45.0,10.93,9.8
0,53,1,0,0.0,1,164.1,106,46.0,10.3,11.4
0,105,1,0,0.17,3,212.0,113,57.7,11.33,8.9
0,53,1,1,3.24,2,167.3,99,77.4,9.74,12.0
0,101,1,0,0.0,1,154.4,130,45.0,10.86,13.9
0,129,1,1,2.51,3,177.3,95,74.1,10.59,9.3
1,122,1,0,0.0,1,231.2,141,63.0,13.39,8.8
0,163,1,0,0.0,5,202.9,100,50.0,8.93,12.8
0,93,1,0,0.0,0,149.6,120,43.0,10.04,14.3
1,115,0,0,0.0,1,345.3,81,76.0,10.17,11.8
1,25,1,0,0.0,1,264.9,80,69.0,14.06,8.4
0,73,1,0,0.0,1,122.0,92,33.0,6.92,5.8
0,120,1,0,0.0,2,177.2,88,54.0,13.52,14.0
0,196,1,0,0.36,1,133.1,80,44.6,10.33,10.3
1,97,1,0,0.0,0,225.1,90,63.0,13.98,8.8
0,148,1,0,0.0,1,208.4,120,51.0,8.72,11.2
0,85,1,1,3.11,1,173.1,107,82.1,12.36,11.5
1,86,0,0,0.0,2,162.4,131,42.0,8.35,11.4
0,78,1,1,1.73,2,281.2,93,80.3,8.91,6.4
0,106,1,0,0.0,3,208.3,89,50.0,8.47,15.9
0,147,1,1,3.81,2,243.4,126,103.1,13.69,14.1
1,145,1,0,0.0,1,224.2,89,65.0,15.75,16.1
0,91,1,0,0.0,3,189.3,100,53.0,11.97,9.9
0,81,1,1,1.81,4,168.3,124,70.1,13.55,6.7
0,116,1,1,2.89,1,232.9,90,81.9,7.61,10.7
0,69,1,1,1.59,1,155.0,98,54.9,7.12,5.9
0,135,1,0,0.0,0,154.4,130,44.0,10.19,11.8
0,73,1,0,0.0,2,234.7,102,57.0,9.79,8.4
0,48,1,0,0.0,1,240.0,88,53.0,7.05,7.1
1,125,0,0,0.3,0,298.4,78,77.0,13.53,12.2
0,100,1,0,0.0,1,166.0,102,49.0,11.81,10.9
0,165,1,1,4.32,0,111.6,140,81.2,10.67,16.0
0,64,1,0,0.0,2,174.5,98,45.0,9.01,10.7
0,116,0,1,1.86,1,175.5,137,66.6,10.53,6.9
1,147,0,1,3.0,3,157.5,109,73.0,9.48,11.1
0,115,1,0,0.0,1,206.2,113,51.0,8.82,11.0
0,84,1,1,2.03,4,207.5,138,73.3,10.05,7.5
0,86,1,1,3.13,4,144.8,105,74.3,10.31,11.6
0,134,1,0,0.0,2,258.8,85,56.0,6.48,10.9
1,105,1,0,0.0,0,226.9,106,55.0,9.11,11.6
0,88,1,0,0.0,2,152.9,119,41.0,8.56,12.0
0,90,1,1,3.4,2,156.7,51,81.0,11.83,12.6
0,86,1,0,0.0,1,150.8,85,51.0,14.8,12.5
0,37,1,0,0.3,4,221.0,126,58.0,10.23,6.8
1,141,1,1,1.81,1,322.4,92,97.1,14.16,6.7
0,148,1,0,0.0,2,153.6,148,49.0,13.11,9.8
0,163,1,1,3.35,2,215.1,91,82.5,6.95,12.4
0,89,1,1,3.19,1,174.4,108,78.9,9.84,11.8
0,63,1,0,0.19,0,180.5,126,52.9,11.5,10.6
0,102,1,0,0.0,2,123.1,106,37.0,9.1,12.6
0,76,1,0,0.21,1,165.7,94,53.1,12.87,10.0
0,104,1,0,0.0,2,200.2,92,45.0,5.94,6.0
0,109,1,0,0.0,3,154.8,82,51.0,14.39,5.9
0,105,1,0,0.28,2,125.4,116,46.8,13.08,11.4
0,63,1,1,3.29,1,184.2,111,90.9,15.63,12.2
0,105,1,1,2.92,3,274.7,99,93.2,9.68,10.8
0,68,0,1,3.05,1,142.0,140,75.5,12.08,11.3
0,63,0,1,2.7,1,151.5,99,66.0,7.39,10.0
0,74,1,0,0.0,3,124.8,114,33.0,6.65,10.6
0,76,1,0,0.35,0,179.2,85,53.5,11.15,12.4
1,91,0,0,0.0,2,246.4,110,58.0,9.1,12.1
0,101,1,0,0.0,5,232.7,114,56.0,9.32,11.5
1,116,1,0,0.0,0,288.0,120,71.0,12.79,13.4
0,131,1,1,3.43,1,170.8,145,84.3,11.84,12.7
0,84,1,0,0.0,1,216.1,114,54.0,9.88,9.8
0,104,1,0,0.0,2,138.7,100,42.0,10.77,4.9
0,108,1,0,0.21,3,210.7,112,59.1,11.94,9.2
0,111,1,0,0.33,0,181.8,117,48.3,7.91,9.7
0,155,1,1,3.35,1,61.6,103,66.5,12.76,12.4
0,66,1,0,0.0,1,207.7,85,53.0,9.84,6.8
0,64,1,0,0.4,1,219.2,73,56.0,8.35,10.0
